IPC,DSCR,IPCanterior,IPCanterior1,IPCanterior2,IPCanterior3,PM_L1_ICACHE_MISS,PERF_COUNT_HW_CACHE_L1D:READ:MISS,PERF_COUNT_HW_CACHE_L1D:WRITE:MISS,PERF_COUNT_HW_CACHE_LL:WRITE:MISS,PM_DATA_FROM_L3,PM_MEM_PREF,PERF_COUNT_HW_CACHE_L1I:PREFETCH:ACCESS,PERF_COUNT_HW_CACHE_L1D:PREFETCH:ACCESS,PM_MEM_READ,PM_L1_ICACHE_RELOADED_PREF,PM_DATA_FROM_MEMORY,PM_BR_MPRED_CMPL,LLC-LOAD-MISSES,PM_DISP_HELD_IQ_FULL,PM_CMPLU_STALL_DMISS_L3MISS,PERF_COUNT_HW_BRANCH_INSTRUCTIONS
0.823147,71,0.824312,0.719334,0.824590,0.716827,35117,13217780,13249322,4142858,5837207,2996632,49244,6863943,523506,51517,600190,5349613,2053975,210918060,177257746,9913175
0.822065,71,0.823147,0.734336,0.823370,0.716431,34496,13362844,13207238,4179426,5802821,3057012,49098,5670838,486612,49041,530015,5671144,1994542,204848569,168198988,10180114
0.821133,71,0.822065,0.744727,0.822339,0.734874,34273,13313222,12514157,4026402,5910251,2937048,49810,6445552,466856,49049,539684,5624618,2298983,219771300,194868444,9766784
0.820069,71,0.821133,0.734329,0.821387,0.714980,37530,14025156,14599686,4550324,6266145,3026862,52878,5828390,522286,59144,607026,4632256,2307924,210190928,193898728,9906211
0.818981,71,0.820069,0.714455,0.820322,0.703521,36539,13357290,15465234,4677052,5762759,3011566,52470,5640893,438836,53227,591056,5678241,2182080,194849166,176918382,10140283
0.818022,71,0.818981,0.727223,0.819206,0.714880,36205,14061351,14597644,4450128,5978224,2918046,50572,6500346,452968,52469,552333,5525124,2313790,208940103,183206427,9895962
0.817008,71,0.818022,0.723794,0.818239,0.708988,36477,14272866,15198876,4627414,5800015,3237440,55438,5671426,531602,57964,681028,4460881,2240352,213890699,209082487,9922450
0.815861,71,0.817008,0.714533,0.817221,0.702175,38737,13963547,13843332,4822676,5493149,3421222,55822,5150489,561084,56025,667096,4548889,2362066,211744903,204026868,10001029
0.814768,71,0.815861,0.718092,0.816146,0.710642,36433,14097106,13357428,4455300,5614787,3181952,50963,5853449,502876,51218,561870,5640436,2089787,214302024,181613569,9587564
0.813591,71,0.814768,0.693561,0.815056,0.686607,34943,13025919,14138770,4317678,5646540,3162992,50209,5653564,575778,47579,629984,5697047,2072706,215465643,183396173,9524498
0.812629,71,0.813591,0.715197,0.813824,0.703467,34612,13289654,13232586,4226060,5563692,3071270,49335,5556571,500278,49970,529573,5787055,1980847,209526112,172062574,9829287
0.811783,71,0.812629,0.725914,0.812825,0.723401,34843,13406881,12969297,4182114,5701775,3075470,50068,5846766,511970,49506,588262,5643583,2136965,205995608,166900048,9836670
0.810961,71,0.811783,0.729785,0.811968,0.715086,35299,13587758,13367503,4303926,5689981,2855160,49760,7590845,474232,49514,568937,5782594,2044703,207387554,166318682,9833068
0.810168,71,0.810961,0.733411,0.811135,0.725373,38854,14515622,13934690,4668446,6120410,3027298,52811,5806470,491928,53701,618533,4838358,2355861,213701987,185615800,9844733
0.809319,71,0.810168,0.722908,0.810356,0.718368,35782,13982850,13553026,4320352,5937921,2825232,48846,6405272,494342,48669,561976,5629632,2104561,206083447,173270103,9972842
0.808490,71,0.809319,0.732782,0.809527,0.724395,39083,14706883,14628220,4702014,5786090,3220644,54417,5493929,589102,57934,719425,4206823,2332335,213349195,210944983,9852766
0.807612,71,0.808490,0.714144,0.808705,0.706950,41574,14565487,16272661,5113344,5180143,3223518,52595,4779297,540824,52405,660762,5067821,2252186,210871787,201004193,9764597
0.806706,71,0.807612,0.710643,0.807786,0.700732,38400,13940239,14601006,4735980,5761869,3200886,54276,5734860,549950,53129,616711,5370148,2137886,205195432,176386865,10020773
0.806394,71,0.806706,0.714769,0.806921,0.708698,37130,13705627,14962086,4521342,5907733,3091082,56909,5752439,558298,51611,627066,5306718,2224859,213793262,193784353,9802391
0.806063,71,0.806394,0.812024,0.806594,0.702485,37627,14110997,15626819,4669572,5499014,1272406,107082,4330926,279504,90994,223841,5456036,2019955,217944010,183516447,9564391
0.805250,71,0.806063,0.717435,0.806194,0.708245,37751,14487729,13889229,4513334,6074790,3325154,51633,5535986,543336,51476,616752,4982737,2038167,196412098,182306818,10149088
0.804617,71,0.805250,0.745434,0.805437,0.754097,39870,10823842,12618971,4044466,5402707,3021802,53786,4744526,550904,55357,670107,4449698,2364608,224774046,208178096,9694273
0.804180,71,0.804617,0.749916,0.804762,0.716669,41624,14559324,15821381,4901698,5726201,3073630,55309,4787840,513592,59576,603090,4424499,2283059,211734987,205409219,10021729
0.803647,71,0.804180,0.753604,0.804236,0.739140,41264,14103270,16040283,5066844,5857787,3009168,55488,6392643,473540,58743,658678,4432764,2166230,204266932,180429467,10436593
0.803232,71,0.803647,0.732782,0.803783,0.729093,40136,14579470,15394247,4771284,5348391,3105476,57145,5477503,564056,57379,721415,4468329,2455205,211961524,207993448,9975451
0.802800,71,0.803232,0.754066,0.803347,0.750182,42104,14921671,16218845,4914120,5951916,2281404,62148,5103613,537150,59258,698237,4141137,2483209,208960364,205340616,10071269
0.802096,71,0.802800,0.737351,0.802957,0.738089,41352,15169953,15016739,4732494,5672388,2560392,59199,5112611,613816,56281,723306,4221403,2395923,230803083,203117008,9611999
0.801238,71,0.802096,0.701999,0.802316,0.701513,37614,14929862,13507316,4470762,6487799,2959748,51445,5317169,582994,50899,649232,4650911,2401032,237173202,201135751,9162984
0.800373,71,0.801238,0.693371,0.801419,0.678431,36476,15165946,13034399,4285118,6317813,3166660,49819,5008400,559378,50435,658656,4715998,2326164,227526485,194573089,9411113
0.799538,71,0.800373,0.701594,0.800564,0.698511,35938,14809437,12889291,4230842,6204622,3067816,51662,5361304,617296,49707,666061,4619530,2293713,230550422,195623323,9415177
0.798727,71,0.799538,0.699599,0.799733,0.700714,36701,14841359,13581392,4389148,6254419,3081470,50618,5302989,566388,50714,656924,4882024,2289331,227375870,194260807,9444859
0.797972,71,0.798727,0.707236,0.798903,0.698431,36210,14926270,13628422,4383214,6256495,3176082,51341,5255647,524796,50403,625369,4890522,2303724,225326305,190288702,9488296
0.797206,71,0.797972,0.704737,0.798157,0.694826,36599,14807441,13304246,4521196,6306668,3024646,52134,5500939,556000,52689,647767,4562645,2436145,224301621,204045653,9453444
0.796483,71,0.797206,0.701104,0.797377,0.691301,36638,14916878,13578365,4499208,6250657,3087154,52310,5226710,577166,52739,682975,4675866,2317701,228482439,200551726,9455450
0.795816,71,0.796483,0.709367,0.796609,0.690499,36291,14786244,14384712,4488158,6301767,3038784,53397,5070942,533908,54812,645287,4439341,2432090,219139601,192875891,9725419
0.795197,71,0.795816,0.716478,0.795915,0.702823,37281,15222561,13250664,4513406,6186009,3065900,51619,5044476,576842,55112,670804,4274227,2452929,233769846,203190811,9758762
0.794627,71,0.795197,0.721795,0.795337,0.701013,39413,14878918,15737130,4747684,6240843,2988160,53821,5083947,537876,52006,628521,4370533,2401063,237090452,207526494,9399183
0.794028,71,0.794627,0.729728,0.794775,0.737638,40368,15643228,14375232,4518506,6164034,2591418,55282,4619351,608192,53536,693800,4459372,2248807,222665726,193520742,9623374
0.793312,71,0.794028,0.707160,0.794185,0.696754,37670,14213888,13426356,4482938,5653784,3088538,51455,5371897,490302,52742,612003,5134813,2260736,223357570,193881246,9529479
0.792633,71,0.793312,0.701996,0.793486,0.694056,38055,14068602,13874253,4521484,5624953,3074528,51364,5311988,534578,51933,652824,5144613,2255943,224430564,197658600,9399839
0.792012,71,0.792633,0.709836,0.792799,0.705395,36885,14560860,13871832,4422220,6126967,3034228,51637,6068362,607272,51026,674395,4866985,2266806,228256663,201982581,9305649
0.791409,71,0.792012,0.712550,0.792143,0.687571,37202,14235267,14235650,4498474,5824252,2963422,53165,5166259,547912,52427,608469,4460389,2455983,227536858,204808402,9469374
0.790832,71,0.791409,0.701139,0.791548,0.688843,37238,14604106,13668575,4405114,6142093,2964044,51144,5926741,598328,51383,638652,4766941,2300711,223306532,189457359,9472183
0.790325,71,0.790832,0.717675,0.790909,0.687533,37045,14257980,14172375,4259462,6018588,2803576,52745,5459854,589682,54397,652300,4069092,2573652,234273602,208391510,9707829
0.789859,71,0.790325,0.727074,0.790433,0.720043,39524,15495655,14792391,4615368,6038296,2710900,55988,4657851,578640,55352,681287,4151429,2500764,237818406,216105914,9525524
0.789427,71,0.789859,0.737544,0.789966,0.725082,39078,15690489,13607732,4530110,6053419,2602164,55144,4443798,578268,56966,677561,3934266,2489832,230142986,199605943,9552269
0.788925,71,0.789427,0.723149,0.789568,0.699091,36621,15145656,12998311,4327240,6225374,2745642,53286,5219301,490196,52985,586911,4728531,2169056,231582274,184623623,9294828
0.788355,71,0.788925,0.707665,0.789041,0.700609,36974,14967667,14188375,4377620,6378417,3112714,50292,5731820,562578,51153,661017,4655232,2417389,228742187,196558008,9418095
0.787823,71,0.788355,0.719869,0.788486,0.707078,37129,15136153,14332255,4423216,6274284,2936466,51486,5596282,537720,48710,600353,5180949,2164223,220242498,185895231,9425309
0.787289,71,0.787823,0.714168,0.787948,0.707670,36199,14815450,12629427,4225016,6151903,2954500,52473,5158041,561306,51885,651446,4764676,2372488,230360020,196969722,9400922
0.786723,71,0.787289,0.704732,0.787405,0.694593,37442,14756989,13558469,4427612,6335051,3004288,50495,5439335,537940,49532,629406,4991861,2208600,226109415,188530971,9400857
0.786211,71,0.786723,0.711430,0.786852,0.706558,36278,14692437,14043651,4412752,6287758,3060690,49042,5814142,546318,51323,637747,5063521,2227043,226109418,188565429,9485490
0.785698,71,0.786211,0.703846,0.786321,0.692878,36588,14282408,13386030,4311766,6245823,3121076,50247,6035966,558500,48754,659176,5458114,2080165,214879283,166691425,9793648
0.785230,71,0.785698,0.720008,0.785808,0.700469,34839,13575282,12637311,3957920,5709011,2762348,46760,7603682,465044,48727,577930,5804573,2031541,214884672,166199994,9788360
0.785141,71,0.785230,0.699696,0.785332,0.695042,34926,13974834,12704529,3979642,6064906,2855480,49349,6053669,590154,52139,683996,4946998,2235824,223644128,179986913,9584850
0.785358,71,0.785141,0.859883,0.785239,0.776209,51029,14683238,19841738,5997082,5989701,1010030,116581,3960061,220944,108471,200108,4595117,2117562,219469475,193942747,9649859
0.784917,71,0.785358,0.731585,0.785301,0.695716,39978,14049075,15585378,4895002,5929981,2855452,56098,6200959,481176,71712,556242,5560231,1723779,180933717,173371345,10748035
0.784493,71,0.784917,0.714493,0.785032,0.714575,40123,13794402,14446772,4563342,5906892,2771472,53480,5416089,610242,54073,685576,4980844,2417005,217242479,208835464,9717019
0.784004,71,0.784493,0.706582,0.784593,0.691888,39913,14838847,14116393,4735552,5802640,2761354,66407,4957904,582474,56261,692058,4475025,2137382,205909639,195611937,9957300
0.783693,71,0.784004,0.705196,0.784090,0.701181,37470,13978218,12260820,4273056,5919890,2982260,52457,5969814,592778,51361,652161,5165229,2003944,212634304,188363658,9796434
0.783556,71,0.783693,0.809449,0.783809,0.908269,73312,15430584,33242796,9318736,5595866,1875156,75780,4163156,655756,54764,684641,4338560,2206809,214224583,198310958,9683906
0.783075,71,0.783556,0.708679,0.783650,0.707471,36892,14376902,14276539,4410264,5840537,3001458,51597,6106591,558986,51857,612021,5297311,2023970,208817302,171623189,10060796
0.782554,71,0.783075,0.712087,0.783184,0.710915,35702,13529896,12265566,4017528,5863177,2765052,49884,6733268,564254,51626,622109,5370814,2108792,212587880,178108956,9674200
0.782067,71,0.782554,0.698033,0.782669,0.701927,35318,13596159,12743619,4158538,5646089,3011440,49416,5350251,528490,48731,583572,5709110,1983067,211321663,171810264,9949977
0.781711,71,0.782067,0.705845,0.782157,0.704030,36424,13636049,11934556,4184078,5714973,2864086,49651,7409421,579712,51368,644926,5393880,2262169,218341997,196699381,9758751
0.781107,71,0.781711,0.697004,0.781860,0.699544,41595,14557007,15339301,4875090,5630086,2298904,83345,4430613,709484,53279,698342,4877666,2228703,225278560,212153691,9426315
0.780561,71,0.781107,0.695256,0.781258,0.695014,36616,14376361,12921988,4336308,5817099,2987796,49935,5045879,541794,50049,548488,5857941,2143214,224529199,189832690,9333061
0.780051,71,0.780561,0.699318,0.780691,0.689837,37262,14335360,12874764,4407858,6026609,2913836,48443,6040246,533032,49711,566058,5924214,2037142,221073606,179346925,9371710
0.779511,71,0.780051,0.693061,0.780172,0.682319,34569,13543417,12521773,4009710,6087564,2895486,48159,6211082,549660,50781,606759,5623147,2217355,222581878,198402700,9636351
0.778979,71,0.779511,0.694445,0.779650,0.692511,38945,13809984,13740953,4718222,5440645,2867758,54387,5473322,627554,52867,689096,4820300,2242246,223542684,199686096,9302022
0.778438,71,0.778979,0.689440,0.779092,0.677000,38669,14520598,13763630,4727884,5855180,3205058,52660,5250291,593950,53116,639124,4860965,2320872,221495937,196143718,9559704
0.778430,71,0.778438,0.684131,0.778535,0.676352,39042,14560777,13812821,4654160,5863665,3202520,52688,5043889,572194,49570,613810,5809041,2059106,214586248,169319490,9634988
0.779123,71,0.778430,0.697183,0.778037,0.698282,36111,14605831,12374843,4205558,5735577,2673498,46447,7202421,218886,26229,218534,1916317,3324,334344609,731451,14491190
0.780196,71,0.779123,1.003346,0.778704,0.961159,364742,23224031,1818537,291562,4452345,426196,1166259,1143993,15848,1146254,8248,1240791,74248,275774464,4485379,13902359
0.781927,71,0.780196,0.998010,0.780148,1.313953,1144521,1796268,2393229,384808,3469232,10712740,170889,6102114,1210758,109285,1272997,3097989,856832,144613804,122404347,12293547
0.783918,71,0.781927,1.114662,0.781433,1.129692,96990,3743295,58206309,12369304,2247602,2571760,170400,7088165,29292,165444,22425,5893577,339866,81209086,26440040,14766953
0.785575,71,0.783918,1.073056,0.783468,1.076896,98425,5780152,56605877,12833214,3336963,3361072,174609,6775528,51858,170753,43000,6204252,467059,88565420,39047086,14388395
0.786933,71,0.785575,1.015988,0.785217,1.014721,92364,7128330,53300064,12009052,4370567,4765120,158625,6519145,33602,158417,47377,6353329,585328,93337196,52318408,13515762
0.787909,71,0.786933,0.978965,0.786630,0.978368,92206,8272987,50818324,12040518,5930282,5915658,157042,6489893,47020,151064,59183,6492818,804996,102417770,67598924,13119156
0.788460,71,0.787909,0.936063,0.787803,0.950507,85297,9389881,45118349,11016996,5970502,6307236,128079,5551058,53082,106732,71073,6980723,773535,115389212,115905158,11499818
0.789000,71,0.788460,0.805874,0.788231,0.701065,46071,10272225,20407089,5683590,5286506,14357258,70997,3889672,100316,126171,246422,6429243,852008,102702780,68839593,12872363
0.789930,71,0.789000,0.931181,0.788769,0.910038,83833,10251409,42598624,10552560,6354086,6823900,151227,5911712,39126,137752,64565,6763618,870480,111406788,76014242,12639200
0.790357,71,0.789930,0.909002,0.789664,0.871368,73035,13434985,35295352,9405292,6094961,6677600,139905,5624256,56460,139402,95709,6732225,805095,110705465,77548671,12631658
0.790358,71,0.790357,0.935303,0.790518,0.938616,69813,10994867,34041711,7984474,5729666,5491862,110402,5068512,55286,106893,59245,7982424,1152011,146145223,187681818,9162709
0.789473,71,0.790358,0.638123,0.790581,0.636571,42508,12231924,18089581,4910344,5652992,15587806,63496,4020645,209534,62914,1122378,5649256,1144199,147758589,208920942,8591630
0.788685,71,0.789473,0.638115,0.789679,0.637179,42516,11699089,18006966,5030822,5709984,16164260,68891,3887781,290602,66417,1187946,5192762,1147715,142177682,216480975,8731090
0.788294,71,0.788685,0.648961,0.788842,0.627038,42994,14514023,18548323,4887258,6912625,15358486,68241,5008337,253216,66383,1288442,5182120,1257885,141732232,203581522,9252489
0.788410,71,0.788294,0.760399,0.788153,0.716256,49902,11584514,22728647,5906810,5950420,14017552,76778,4556618,169916,94162,638712,6407855,1108438,134487986,90804470,11733288
0.788663,71,0.788410,0.810472,0.788353,0.837608,44336,9586161,17618658,4937666,4209413,9483088,63739,6477785,186790,67545,475028,6346242,1547089,138482331,132994330,11998836
0.788935,71,0.788663,0.816974,0.788564,0.775148,45558,15087127,16842890,4912422,4739280,10005900,66691,6608575,219502,61481,356573,6429275,1143735,143972080,112820785,12455156
0.789247,71,0.788935,0.845635,0.788840,0.835481,42028,9109323,17505644,4628002,5117225,8356628,57387,8206902,190728,53558,271479,7167280,1056245,139784009,93957625,12266902
0.789503,71,0.789247,0.846558,0.789190,0.838315,41345,9293282,15852278,4520456,4795699,8378910,57319,7426937,196784,57335,266883,7452974,1037618,144595483,109374620,11601380
0.789305,71,0.789503,0.836319,0.789500,0.822537,41799,9648307,16356119,4565906,5136125,8582454,61059,7250470,188764,59360,296502,7480757,1040976,145747969,130318463,11251831
0.789208,71,0.789305,0.692494,0.789452,0.668554,46690,11788933,18686511,5124106,6160594,14901980,65481,4769696,277190,66300,843205,5802405,1041881,152306220,182281849,9439964
0.789555,71,0.789208,0.833151,0.789108,0.823276,43390,9512313,17024708,4755614,4749087,9025350,61252,6949454,212038,59275,305308,7459971,947800,144830721,93038607,12026908
0.789917,71,0.789555,0.861516,0.789437,0.852733,38850,9723400,14597186,3945440,5151506,7167298,51064,8265628,174992,52928,245516,7818146,971088,138597256,85425378,12533964
0.789883,71,0.789917,0.861541,0.789859,0.855964,38162,9792556,14055960,3790228,5162498,7110532,54392,8771996,185460,55139,240811,7747751,1056886,146125154,112492247,11456231
0.789805,71,0.789883,0.700151,0.789973,0.682966,47798,11770215,18383700,5284114,5425548,14479122,69668,4520084,243792,71456,810665,5921254,980576,146753306,167621905,9942569
0.790107,71,0.789805,0.825723,0.789719,0.792814,43011,10496361,15496068,4521356,4746620,8283132,55399,6772283,204192,54425,274854,7612350,1009299,148842375,96691204,11791936
0.790484,71,0.790107,0.848167,0.790007,0.842397,40085,9899913,14130755,4090884,4868357,7502258,54095,7130068,244992,55291,299498,7740642,950406,143097340,89131255,12059549
0.790863,71,0.790484,0.857820,0.790376,0.846263,41033,9405736,13637597,4054624,4725151,6628022,53507,8399848,168918,54279,253418,7756460,975036,141141569,86848779,12343792
0.791051,71,0.790863,0.855403,0.790777,0.851105,39318,9668841,14272722,3845596,4728564,6680882,54671,8265793,204990,57573,278294,6653428,1099916,148933571,99172051,12076969
0.791041,71,0.791051,0.800654,0.790970,0.847428,39509,10535377,14780291,4068020,5665130,12132230,74124,4665099,277928,64990,669624,6276371,638710,156609944,131207435,11504139
0.791114,71,0.791041,0.766324,0.790934,0.717832,48086,13784836,18313641,5337922,5931096,13834578,62135,4669249,237514,59368,387289,7052327,902880,152250022,100848928,11959430
0.791360,71,0.791114,0.824130,0.791059,0.815198,42372,10472802,13842283,4214010,4802652,8679714,53055,6661853,250106,59647,340209,6024491,1222762,165202913,112269854,11818936
0.791612,71,0.791360,0.827108,0.791283,0.808856,40675,12113885,15782178,4855250,5324570,8650270,54582,7563794,252278,54235,337301,7528900,950722,148751383,95693917,11861532
0.791904,71,0.791612,0.846096,0.791528,0.831111,38877,9380505,12489663,4093436,4870824,8609812,53348,7419600,176340,54455,279592,7623536,1001163,145651139,93009437,11843889
0.792082,71,0.791904,0.840648,0.791824,0.836364,39653,9817335,12607104,4042860,4750968,8755874,54304,6503020,210194,53060,322939,7881772,964161,146230249,95694179,11876412
0.792244,71,0.792082,0.808109,0.792053,0.802793,40644,11482558,15075232,4711574,6302073,11050438,56660,9047155,285644,57892,436820,5855022,1204840,171214890,118198001,11344070
0.792511,71,0.792244,0.805281,0.792159,0.795793,40482,12327755,16185888,5110170,5530210,10360818,73584,6718197,343470,60252,435154,5608616,1095878,155816928,109350546,11863124
0.792944,71,0.792511,0.875631,0.792389,0.871139,41382,9704121,13048946,4082898,4423044,8426608,56494,6232758,196546,58200,312787,7049863,1129781,149026408,106542740,12162586
0.793379,71,0.792944,0.875295,0.792844,0.865787,40866,10243982,14280545,3980256,4462932,8462450,56793,5950063,191814,57134,319907,7055921,1137602,156008818,111109833,11930022
0.793529,71,0.793379,0.880069,0.793268,0.878452,39605,9802904,11699041,3738774,4324452,8528696,54126,5605775,201728,54183,315778,7297496,1134269,154316668,110662068,11969038
0.793425,71,0.793529,0.798341,0.793548,0.852227,43106,10338107,12660113,4029308,5442969,12153224,75383,4670592,278074,71328,643012,6252036,939709,154898866,149007559,10592102
0.793113,71,0.793425,0.779527,0.793521,0.768136,50708,12440066,21141666,5421410,5166571,11493548,76234,4718917,181138,78438,714770,6505376,1015372,157869209,174131405,9704185
0.792636,71,0.793113,0.675517,0.793270,0.673820,45041,12630820,16418608,4923576,6141879,13636360,64765,4660189,223276,62981,1016383,5801916,1152095,159279154,193707904,9079836
0.792360,71,0.792636,0.728469,0.792723,0.715646,51015,12281286,18857934,5446858,5725554,12938584,72434,4507693,225336,74762,789659,6205802,978456,159874774,174065747,9751147
0.792043,71,0.792360,0.754138,0.792361,0.738767,53846,12561134,19294792,5529106,5438459,14114980,69977,4468518,249774,77758,750889,6542704,707071,162186290,146105231,10559768
0.791739,71,0.792043,0.731548,0.792151,0.781011,53513,11726986,21435356,5469252,5190800,13996880,70044,4327977,290794,67408,1020958,5910635,1067101,161912262,178097585,9508802
0.791449,71,0.791739,0.718227,0.791795,0.701923,46767,12715060,17830364,4886660,5370335,13331354,67143,4542532,223114,68781,797622,6263601,1186404,157039293,157708772,10135170
0.791232,71,0.791449,0.730565,0.791497,0.712331,46045,13064091,18942265,5325024,6225555,11816462,67446,4739902,212552,71724,697595,6528929,1057482,163220992,159194318,10110271
0.791046,71,0.791232,0.759538,0.791255,0.762502,48101,12351087,16071666,4886130,6587383,11270474,72287,4925634,207290,69130,540378,6593267,1073915,162006994,151521039,10338095
0.791076,71,0.791046,0.755806,0.791111,0.742212,50664,12908714,18742487,5124692,5710267,11652568,73437,4784693,244228,83315,793050,5611807,993337,165037681,164307477,9871502
0.791216,71,0.791076,0.835697,0.791028,0.827369,41619,10392977,12155426,4273636,4916226,8410766,55593,7097006,231534,56054,336175,7297819,1181951,164175388,121152327,11479209
0.791299,71,0.791216,0.808018,0.791204,0.804548,41431,12876188,13865050,4754912,6442744,10557512,58248,9408784,335004,59881,427659,5392453,1325618,182700474,133139692,10985485
0.791382,71,0.791299,0.798785,0.791277,0.791602,40296,13300655,15862656,5065722,6555371,10757235,59032,8737443,324986,59245,427159,5706802,1275433,174241141,124781993,11230038
0.791494,71,0.791382,0.800507,0.791345,0.794209,40884,13248270,14526552,4946288,6482973,9897386,56915,9452054,372034,61824,527255,4857542,1296751,186589454,144294603,11198493
0.791668,71,0.791494,0.828240,0.791443,0.825203,42453,13669705,15879510,4945744,5878503,10892110,61323,7378368,268558,60137,433171,5243524,1352354,182483836,137954872,11493170
0.791851,71,0.791668,0.835444,0.791630,0.832641,42788,13504316,16110190,5040952,5922800,10608864,60966,7449615,246712,60323,415050,5254701,1242901,177723348,123814287,11307452
0.792002,71,0.791851,0.818213,0.791819,0.813285,40286,12714975,15722531,4864896,5880450,9708866,58226,8535754,252052,58478,389354,5919243,1292534,170172282,123826921,11602071
0.792167,71,0.792002,0.810749,0.791931,0.802003,42235,13578113,16111661,4971084,5754915,11369118,66327,7060364,388408,77464,609511,4705742,1124878,157577960,118868569,11706173
0.792401,71,0.792167,0.858418,0.792122,0.855741,41478,10557450,11925313,4056682,4734227,8793906,56075,6036422,251326,55494,365825,6875486,1310622,174930822,132893752,11441003
0.792483,71,0.792401,0.821585,0.792369,0.831489,41963,11341512,12264076,4372780,4655010,9338750,55714,6195883,375542,59882,497731,4852732,1488409,177803050,138271171,11406818
0.792549,71,0.792483,0.803398,0.792501,0.789781,42388,13694338,15849140,4756682,6070139,11843844,61017,7554115,352956,60122,538247,4645655,1324345,182683251,137175472,10728156
0.792623,71,0.792549,0.802661,0.792531,0.786977,41143,14074696,14342105,4963252,6868101,10005506,58105,9914431,305872,56832,402783,5274871,1376289,187246216,139321117,10863590
0.792756,71,0.792623,0.815311,0.792596,0.817222,40537,14275258,14028219,4807158,6713963,9578244,56470,10085614,359130,59271,449484,5379428,1407681,187964531,142382858,10985684
0.792842,71,0.792756,0.810365,0.792712,0.796543,41416,14371584,14560567,4969264,6827066,10105908,58738,9292519,381508,61811,481792,4636909,1391334,196190789,145563035,11202631
0.792907,71,0.792842,0.812715,0.792820,0.817879,42188,14580369,15675894,4933142,6465482,10654960,60248,8375231,360962,60260,482870,5394415,1427600,186583709,136365082,11102033
0.792888,71,0.792907,0.787768,0.792904,0.783571,42389,14284038,15445157,5003720,6576415,11253146,59356,8052022,376302,58922,510670,4958471,1355224,195958671,138418557,10708088
0.792851,71,0.792888,0.784262,0.792887,0.775674,40972,14039950,15105294,4918050,6441598,11908882,56912,7940455,337548,56845,482949,5227688,1443030,185876007,137645529,11036868
0.792787,71,0.792851,0.776516,0.792856,0.772974,40903,14138746,15079762,4879638,6594214,11758316,56293,8033473,366666,56723,524266,5203128,1417276,195878240,140233572,10663550
0.792754,71,0.792787,0.773148,0.792803,0.765550,40579,14164693,14602929,4915298,6552972,11714798,57119,8026892,354650,57374,517164,5224501,1391184,199159725,146468715,10447096
0.792734,71,0.792754,0.780161,0.792739,0.772083,40410,14338906,14704010,4907596,6616299,11632268,57393,8094681,353378,56098,457213,5483286,1271972,180263255,117913249,10935846
0.792688,71,0.792734,0.782860,0.792729,0.775684,39070,13919464,14466237,4628730,6770895,10975652,58691,8321830,377764,57497,446467,5421417,1346232,191318888,133348839,10721672
0.792646,71,0.792688,0.778962,0.792700,0.777428,40972,14622608,15102806,4886450,6608707,11337662,57190,8143197,409306,57240,491990,5204744,1315972,195872074,136192806,10600341
0.792620,71,0.792646,0.780827,0.792639,0.775380,40414,14480602,14773697,4886226,6807970,11291590,55787,8165272,362188,57165,470969,5264222,1413889,192433338,137166072,10680459
0.792563,71,0.792620,0.774273,0.792623,0.768004,39884,14130556,15688985,4854914,7016843,10957200,58096,8369769,401792,58668,493559,5294984,1372260,196151621,139575023,10648957
0.792501,71,0.792563,0.775561,0.792569,0.759498,41573,14294339,14835949,4939092,6858744,11321502,57003,8163737,331232,56653,413635,5615827,1301875,192963533,131231583,10563160
0.792448,71,0.792501,0.771168,0.792515,0.764233,39593,14263515,14997898,4824196,6710757,11319406,57290,7820877,357458,55728,486998,5424046,1362342,198510711,141573197,10515854
0.792380,71,0.792448,0.764719,0.792462,0.758138,39993,14208416,16956034,5087616,7022028,10377892,56666,8891168,371638,54720,507524,5422645,1337443,196814739,139827183,10550171
0.792329,71,0.792380,0.771035,0.792367,0.764618,40053,14411110,15900163,4924976,6729594,11544838,55543,7695368,336916,56454,490427,5492923,1382748,186581104,125035773,11058282
0.792289,71,0.792329,0.784892,0.792334,0.772401,39083,14356468,13580402,4548762,7230082,9803972,55891,9855884,355772,54623,440885,5638770,1332962,195393251,137518250,10759252
0.792292,71,0.792289,0.785353,0.792300,0.779270,40269,14471664,16444751,4981374,6769457,11125570,56458,7734235,359820,56615,431102,5453037,1356593,198993151,141476957,10378938
0.792278,71,0.792292,0.778357,0.792274,0.768956,40838,14251036,14873542,4831144,6705467,11007818,55240,7941232,379340,56983,509806,5262616,1377578,189214300,128093279,10823439
0.792230,71,0.792278,0.775694,0.792279,0.777183,38254,14116263,14493474,4624980,7195609,9766316,54449,8314579,457918,54339,502880,5423441,1320806,195711417,128263765,10585098
0.829838,0,0.837509,1.058518,1.052892,1.425922,8873153,460222,1535535,18738,8793763,4194968,5472627,399854,85660,373143,45350,709405,16471,22902448,2711128,10345317
0.814915,455,0.829838,1.035798,0.878770,1.027844,21737,3249571,254812,16356,5584166,26572304,19746,4168450,2437922,20763,1178073,219106,1856796,38872198,308748891,915623
0.813273,455,0.814915,1.069689,0.846330,1.060516,23214,3180216,216436,12034,5638629,26435526,18964,3640391,2338116,22320,1131087,216520,1915232,39657281,319365138,755003
